Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HTTPS Self Signed Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS,Unknown Error
cuoredimaglia.it,cuoredimaglia.it,https://www.cuoredimaglia.it,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
xearte.net,xearte.net,https://www.xearte.net,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
enetike.blogspot.it,enetike.blogspot.it,http://enetike.blogspot.it,True,True,http://enetike.blogspot.com/,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
danzagestuale.it,danzagestuale.it,http://danzagestuale.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
acs-italia.it,acs-italia.it,http://www.acs-italia.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
belteatro.it,belteatro.it,http://belteatro.it,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
rosminipadova.it,rosminipadova.it,http://www.rosminipadova.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
durgananda.it,durgananda.it,http://www.durgananda.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
dottorclownpadova.org,dottorclownpadova.org,http://www.dottorclownpadova.org,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
associazioneelisabettadungheria.it,associazioneelisabettadungheria.it,http://associazioneelisabettadungheria.it,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
domna.it,domna.it,http://www.domna.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
operaedimar.org,operaedimar.org,http://www.operaedimar.org,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
emozionincanto.it,emozionincanto.it,http://www.emozionincanto.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
esnpadova.it,esnpadova.it,http://www.esnpadova.it,True,True,,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
associazionedirittiumani.it,associazionedirittiumani.it,http://www.associazionedirittiumani.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
parrocchiachiesanuova.it,parrocchiachiesanuova.it,http://www.parrocchiachiesanuova.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
filosofiadivita.it,filosofiadivita.it,http://filosofiadivita.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
anffaspadova.it,anffaspadova.it,http://www.anffaspadova.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
faberlibertatis.org,faberlibertatis.org,http://faberlibertatis.org,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
foodallergyitalia.org,foodallergyitalia.org,http://www.foodallergyitalia.org,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
festadeipopoli.it,festadeipopoli.it,http://www.festadeipopoli.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
fsugpadova.org,fsugpadova.org,https://www.fsugpadova.org,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
adeiwizo.org,adeiwizo.org,http://adeiwizo.org,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
euganeabonsai.it,euganeabonsai.it,http://www.euganeabonsai.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
genitoriattenti.com,genitoriattenti.com,http://www.genitoriattenti.com,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
genitorilanostrafamiglia.it,genitorilanostrafamiglia.it,http://genitorilanostrafamiglia.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
streetmarketingfestival.com,streetmarketingfestival.com,http://streetmarketingfestival.com,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
giovanemontagna.org,giovanemontagna.org,https://giovanemontagna.org,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori/,com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori/,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori/,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
a-g-i.it,a-g-i.it,http://www.a-g-i.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
genitorialita.it,genitorialita.it,http://www.genitorialita.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
gruppocinofiloilgelso.it,gruppocinofiloilgelso.it,http://www.gruppocinofiloilgelso.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
scoutneruda.it,scoutneruda.it,http://www.scoutneruda.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
associazioneheme-onlus.org,associazioneheme-onlus.org,http://associazioneheme-onlus.org,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
greenpeace.org,greenpeace.org,http://www.greenpeace.org,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
giocoebenessere.it,giocoebenessere.it,http://www.giocoebenessere.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
healthandcare.it,healthandcare.it,http://www.healthandcare.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
ocv.padova.it,ocv.padova.it,http://ocv.padova.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
pollicini.it,pollicini.it,https://www.pollicini.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
progettosoft.org/ideapolis/,org/ideapolis/,http://progettosoft.org/ideapolis/,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
senatoriautostrade.it,senatoriautostrade.it,http://senatoriautostrade.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
deleofundonlus.org,deleofundonlus.org,http://www.deleofundonlus.org,True,True,https://www.deleofund.org/,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
identitaeuropea.it,identitaeuropea.it,http://www.identitaeuropea.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
shiatsu.it,shiatsu.it,https://www.shiatsu.it,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
ahppadova.it,ahppadova.it,http://www.ahppadova.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
nidoilgirotondo.com,nidoilgirotondo.com,http://nidoilgirotondo.com,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
ideazione-ciao.it,ideazione-ciao.it,http://www.ideazione-ciao.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,True
ass-melograno.org,ass-melograno.org,http://ass-melograno.org,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
padovastreetshow.com,padovastreetshow.com,http://www.padovastreetshow.com,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
impolitika.it,impolitika.it,http://www.impolitika.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
inbusclubveneto.it,inbusclubveneto.it,http://inbusclubveneto.it,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
admopadova.org,admopadova.org,https://www.admopadova.org,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
himalayancenterpadova.it,himalayancenterpadova.it,http://himalayancenterpadova.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
ilnotesmagico.it,ilnotesmagico.it,https://www.ilnotesmagico.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
inghetto.it,inghetto.it,http://www.inghetto.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
tarassaco.eu,tarassaco.eu,http://www.tarassaco.eu,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
cenacolopadova.it/cp/,it/cp/,https://www.cenacolopadova.it/cp/,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
inarchtriveneto.it,inarchtriveneto.it,http://www.inarchtriveneto.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
ioconsumatori.altervista.org,altervista.org,http://ioconsumatori.altervista.org,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
innestisociali.it,innestisociali.it,http://www.innestisociali.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
manna-inverso.com,manna-inverso.com,https://www.manna-inverso.com,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
irisensemble.org,irisensemble.org,https://irisensemble.org,True,False,,True,True,False,True,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False,True,True,False,False
incontrofraipopoli.it,incontrofraipopoli.it,https://www.incontrofraipopoli.it,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
win.aipapadova.com,aipapadova.com,http://win.aipapadova.com,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
irfoss.it,irfoss.it,http://www.irfoss.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
aispal.it,aispal.it,http://www.aispal.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
cerchiolistico.it,cerchiolistico.it,http://cerchiolistico.it,True,False,,False,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False,False,False
assinsieme.com,assinsieme.com,http://assinsieme.com,True,False,,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
neuropatia.it,neuropatia.it,http://www.neuropatia.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
aitsam.it,aitsam.it,http://www.aitsam.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
usjuvenilia.it,usjuvenilia.it,http://usjuvenilia.it,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
aidap.org,aidap.org,https://www.aidap.org,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
aicepadova.it,aicepadova.it,http://www.aicepadova.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
aism.it/padova,it/padova,https://www.aism.it/padova,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
kaletheia.org,kaletheia.org,http://kaletheia.org,True,False,,False,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False,False,False
kinima.it,kinima.it,http://www.kinima.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
padova.avventista.it,avventista.it,http://padova.avventista.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
aipp.eu,aipp.eu,http://aipp.eu,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
lacittaazzurra.com,lacittaazzurra.com,https://www.lacittaazzurra.com,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
ifeditalia.org,ifeditalia.org,https://ifeditalia.org,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
lisolachecepadova.it,lisolachecepadova.it,http://www.lisolachecepadova.it,True,False,,False,False,False,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False
sites.google.com/site/stellapolarecoopsociale/,com/site/stellapolarecoopsociale/,https://sites.google.com/site/stellapolarecoopsociale/,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
associazionelagunari.it,associazionelagunari.it,http://www.associazionelagunari.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
estnord.it/lies/,it/lies/,http://www.estnord.it/lies/,True,False,,False,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
efantasia.it,efantasia.it,http://www.efantasia.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
stagionearmonica.it,stagionearmonica.it,http://stagionearmonica.it,True,True,https://stagionearmonica.com/it/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
lamentecomune.it,lamentecomune.it,http://www.lamentecomune.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
steresa.org/leonati/,org/leonati/,http://steresa.org/leonati/,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
jest.it,jest.it,https://www.jest.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
libertaegiustizia.it,libertaegiustizia.it,http://www.libertaegiustizia.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
liberilegami.it,liberilegami.it,https://www.liberilegami.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
liltpadova.it,liltpadova.it,https://www.liltpadova.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
overquarantapiemonte.it,overquarantapiemonte.it,http://www.overquarantapiemonte.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
associazionelinfa.it,associazionelinfa.it,http://www.associazionelinfa.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
maisondart01.blogspot.it,maisondart01.blogspot.it,http://maisondart01.blogspot.it,True,True,http://maisondart01.blogspot.com/,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
lanternamagica.org,lanternamagica.org,http://www.lanternamagica.org,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
lacasazzurra.it,lacasazzurra.it,http://www.lacasazzurra.it,True,True,https://www.lacittaazzurra.com/,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
italia-senza-vivisezione.org,italia-senza-vivisezione.org,http://italia-senza-vivisezione.org,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
margapura.wordpress.com,wordpress.com,https://margapura.wordpress.com,True,False,,True,True,False,False,False,False,False,False,True,max-age=15552000,15552000,False,False,False,False,False,True,True,False,False
assmiastenia.it,assmiastenia.it,http://www.assmiastenia.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
mangiaidee.it,mangiaidee.it,https://www.mangiaidee.it,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
amspd.it,amspd.it,http://www.amspd.it,True,True,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
usmibasket.it,usmibasket.it,https://www.usmibasket.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
melodiedoriente.it,melodiedoriente.it,http://www.melodiedoriente.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
migrantionlus.it,migrantionlus.it,http://www.migrantionlus.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
mediciconlafrica.org,mediciconlafrica.org,https://www.mediciconlafrica.org,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
ambpadova.it,ambpadova.it,http://www.ambpadova.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
associazionemedicapatavina.it,associazionemedicapatavina.it,http://associazionemedicapatavina.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
micha-scacchipadova.blogspot.it,micha-scacchipadova.blogspot.it,http://micha-scacchipadova.blogspot.it,True,True,https://micha-scacchipadova.blogspot.com/,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
mondoimmigrati.com,mondoimmigrati.com,http://www.mondoimmigrati.com,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
associazioneminerva.net,associazioneminerva.net,http://www.associazioneminerva.net,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
montaattiva.it,montaattiva.it,http://www.montaattiva.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
associazionemimosa.org,associazionemimosa.org,http://www.associazionemimosa.org,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
2ruoteclassiche.it,2ruoteclassiche.it,http://www.2ruoteclassiche.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
museovenetogiocattolo.it,museovenetogiocattolo.it,http://www.museovenetogiocattolo.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
amad.it,amad.it,http://amad.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
musbapa.it,musbapa.it,http://www.musbapa.it,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
associazionemalumatakete.it,associazionemalumatakete.it,https://www.associazionemalumatakete.it,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
beatavergine.org,beatavergine.org,http://www.beatavergine.org,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
mideando.it,mideando.it,http://www.mideando.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
kitoonlus.org,kitoonlus.org,http://www.kitoonlus.org,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
summertimechoir.com,summertimechoir.com,http://summertimechoir.com,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
nairionlus.org,nairionlus.org,http://www.nairionlus.org,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
autieri.it,autieri.it,http://autieri.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
combattentiereduci.it,combattentiereduci.it,https://www.combattentiereduci.it,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
assomauriziani.it,assomauriziani.it,http://www.assomauriziani.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
andaweb.it,andaweb.it,http://www.andaweb.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
assocavalleria.it,assocavalleria.it,http://www.assocavalleria.it,True,True,http://www.assocavalleria.eu/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
anfipadova.it,anfipadova.it,http://www.anfipadova.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
combattentiliberazione.it,combattentiliberazione.it,http://www.combattentiliberazione.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
anppeszionedipadova.it,anppeszionedipadova.it,http://anppeszionedipadova.it,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
anmil.it,anmil.it,https://anmil.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
laformicapadova.it,laformicapadova.it,http://www.laformicapadova.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
angetpadova.it,angetpadova.it,http://www.angetpadova.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
anvvf.it,anvvf.it,http://www.anvvf.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
agimuspadova.com,agimuspadova.com,http://www.agimuspadova.com,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
paracadutistipadova.com,paracadutistipadova.com,http://www.paracadutistipadova.com,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
mancikalalu.org,mancikalalu.org,https://www.mancikalalu.org,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
incisoriitaliani.it,incisoriitaliani.it,http://www.incisoriitaliani.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
notenere.it,notenere.it,http://www.notenere.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
noipadova.it,noipadova.it,https://noipadova.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
sindrome-eec.it,sindrome-eec.it,http://www.sindrome-eec.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
padovaospitale.org,padovaospitale.org,http://padovaospitale.org,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
centroikia.it,centroikia.it,http://centroikia.it,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
nordicwalkingpadova.it,nordicwalkingpadova.it,http://www.nordicwalkingpadova.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
nemesi.eu,nemesi.eu,http://www.nemesi.eu,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
csanazionale.it,csanazionale.it,http://www.csanazionale.it,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
oxfamitalia.org,oxfamitalia.org,https://www.oxfamitalia.org,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
padovaospitale.com,padovaospitale.com,http://padovaospitale.com,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
ottavogiorno.com,ottavogiorno.com,http://ottavogiorno.com,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
educazione.unipd.it/bottaerisposta/,it/bottaerisposta/,http://www.educazione.unipd.it/bottaerisposta/,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
padovafabatterilcuore.it,padovafabatterilcuore.it,http://www.padovafabatterilcuore.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
padovaiuta.jimdo.com,jimdo.com,https://padovaiuta.jimdo.com,True,False,,True,True,False,True,False,False,False,False,True,max-age=604800,604800,False,False,False,False,False,True,True,False,False
padovaorni.it,padovaorni.it,http://www.padovaorni.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
cadelfabasket.it,cadelfabasket.it,http://www.cadelfabasket.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
papaseparativeneto.it/padova,it/padova,http://papaseparativeneto.it/padova,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
padova-turismo.com,padova-turismo.com,http://www.padova-turismo.com,True,False,,False,False,False,False,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
palpung.it,palpung.it,http://www.palpung.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
agdpadova.it,agdpadova.it,http://agdpadova.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
eypitaly.org,eypitaly.org,https://eypitaly.org,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,True,True,True,False
applelettrosmog.it,applelettrosmog.it,http://www.applelettrosmog.it,True,False,,False,False,False,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False
volontariordineteutonico.org/,org/,http://www.volontariordineteutonico.org/,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
parieuguali.it,parieuguali.it,https://parieuguali.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
perunanuovavita.org,perunanuovavita.org,http://www.perunanuovavita.org,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
asspontecorvo.com,asspontecorvo.com,http://asspontecorvo.com,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
popeconomix.org/coming-soon/,org/coming-soon/,http://www.popeconomix.org/coming-soon/,True,True,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
adipso.org/sito/,org/sito/,http://adipso.org/sito/,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
petproject.it,petproject.it,http://www.petproject.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
piccolipunti.it,piccolipunti.it,https://piccolipunti.it,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
piccolo-padova.it,piccolo-padova.it,http://piccolo-padova.it,True,False,,False,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False,False,False
amsaccardo.it,amsaccardo.it,http://amsaccardo.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
padovaricamalarte.it,padovaricamalarte.it,http://www.padovaricamalarte.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
progettoportello.it,progettoportello.it,http://progettoportello.it,True,False,,False,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False,False,False
apsprometeus.it,apsprometeus.it,http://apsprometeus.it,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
imusicipatavini.it,imusicipatavini.it,http://imusicipatavini.it,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
progettieiteam.it,progettieiteam.it,http://progettieiteam.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
progettosenes.com,progettosenes.com,http://www.progettosenes.com,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
premiocivico.eu,premiocivico.eu,https://www.premiocivico.eu,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
padovaninelmondo.it,padovaninelmondo.it,http://www.padovaninelmondo.it,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
progettodonnaoggi.altervista.org,altervista.org,http://progettodonnaoggi.altervista.org,True,False,,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
