Domain,Base Domain,Live,MX Record,Mail Servers,Mail Server Ports Tested,Domain Supports SMTP,Domain Supports SMTP Results,Domain Supports STARTTLS,Domain Supports STARTTLS Results,SPF Record,Valid SPF,SPF Results,DMARC Record,Valid DMARC,DMARC Results,DMARC Record on Base Domain,Valid DMARC Record on Base Domain,DMARC Results on Base Domain,DMARC Policy,DMARC Policy Percentage,DMARC Aggregate Report URIs,DMARC Forensic Report URIs,DMARC Has Aggregate Report URI,DMARC Has Forensic Report URI,Syntax Errors,Debug Info
capitaledelrunning.it,capitaledelrunning.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: capitaledelrunning.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: capitaledelrunning.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: capitaledelrunning.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.capitaledelrunning.it. IN TXT"
capitalerunning.it,capitalerunning.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: capitalerunning.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: capitalerunning.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: capitalerunning.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.capitalerunning.it. IN TXT"
concorsocorradetti.com,concorsocorradetti.com,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: concorsocorradetti.com. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsocorradetti.com. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsocorradetti.com. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.concorsocorradetti.com. IN TXT"
centroculturalepadova.it,centroculturalepadova.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: centroculturalepadova.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: centroculturalepadova.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: centroculturalepadova.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.centroculturalepadova.it. IN TXT"
concorsoliricocorradetti.com,concorsoliricocorradetti.com,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: concorsoliricocorradetti.com. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsoliricocorradetti.com. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsoliricocorradetti.com. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.concorsoliricocorradetti.com. IN TXT"
concorsocorradetti.it,concorsocorradetti.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: concorsocorradetti.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsocorradetti.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsocorradetti.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.concorsocorradetti.it. IN TXT"
concorsoliricocorradetti.it,concorsoliricocorradetti.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: concorsoliricocorradetti.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsoliricocorradetti.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: concorsoliricocorradetti.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.concorsoliricocorradetti.it. IN TXT"
cortiliecologici.it,cortiliecologici.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: cortiliecologici.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: cortiliecologici.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: cortiliecologici.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.cortiliecologici.it. IN TXT"
corriperpadova.it,corriperpadova.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: corriperpadova.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: corriperpadova.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: corriperpadova.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.corriperpadova.it. IN TXT"
discoverpadova.com,discoverpadova.com,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: discoverpadova.com. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.com. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.com. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.discoverpadova.com. IN TXT"
discoverpadova.it,discoverpadova.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: discoverpadova.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.discoverpadova.it. IN TXT"
discoverpadova.org,discoverpadova.org,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: discoverpadova.org. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.org. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.org. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.discoverpadova.org. IN TXT"
ipadovaoggi.it,ipadovaoggi.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: ipadovaoggi.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: ipadovaoggi.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: ipadovaoggi.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.ipadovaoggi.it. IN TXT"
ipadovatoday.it,ipadovatoday.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: ipadovatoday.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: ipadovatoday.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: ipadovatoday.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.ipadovatoday.it. IN TXT"
irisadamicorradetti.com,irisadamicorradetti.com,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: irisadamicorradetti.com. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: irisadamicorradetti.com. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: irisadamicorradetti.com. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.irisadamicorradetti.com. IN TXT"
irisadamicorradetti.it,irisadamicorradetti.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: irisadamicorradetti.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: irisadamicorradetti.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: irisadamicorradetti.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.irisadamicorradetti.it. IN TXT"
discoverpadova.net,discoverpadova.net,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: discoverpadova.net. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.net. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.net. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.discoverpadova.net. IN TXT"
memory2000.net,memory2000.net,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: memory2000.net. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: memory2000.net. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: memory2000.net. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.memory2000.net. IN TXT"
padovacapitaledelrunning.it,padovacapitaledelrunning.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovacapitaledelrunning.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovacapitaledelrunning.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovacapitaledelrunning.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.padovacapitaledelrunning.it. IN TXT"
padovacapitalerunning.it,padovacapitalerunning.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovacapitalerunning.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovacapitalerunning.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovacapitalerunning.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.padovacapitalerunning.it. IN TXT"
life-ecocourts.it,life-ecocourts.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: life-ecocourts.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: life-ecocourts.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: life-ecocourts.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.life-ecocourts.it. IN TXT"
padovacultura.it,padovacultura.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovacultura.it. IN MX
padovanet.com,padovanet.com,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovanet.com. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovanet.com. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovanet.com. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.padovanet.com. IN TXT"
padovanet.org,padovanet.org,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovanet.org. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovanet.org. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovanet.org. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.padovanet.org. IN TXT"
padovarun.it,padovarun.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovarun.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovarun.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovarun.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.padovarun.it. IN TXT"
padovarunning.it,padovarunning.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovarunning.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovarunning.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovarunning.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.padovarunning.it. IN TXT"
discoverpadova.info,discoverpadova.info,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: discoverpadova.info. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.info. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: discoverpadova.info. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.discoverpadova.info. IN TXT"
padovasmart.it,padovasmart.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: padovasmart.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovasmart.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: padovasmart.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.padovasmart.it. IN TXT"
runpadova.it,runpadova.it,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: runpadova.it. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: runpadova.it. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: runpadova.it. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.runpadova.it. IN TXT"
vocideuropa.net,vocideuropa.net,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: vocideuropa.net. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: vocideuropa.net. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: vocideuropa.net. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.vocideuropa.net. IN TXT"
pernessunmotivo.org,pernessunmotivo.org,True,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,False,,"[MX] In mx_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:69: The DNS response does not contain an answer to the question: pernessunmotivo.org. IN MX, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: pernessunmotivo.org. IN TXT, [SPF] In get_spf_record_text at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:291: The DNS response does not contain an answer to the question: pernessunmotivo.org. IN TXT, [DMARC] In dmarc_scan at /home/rampazzo/.local/lib/python3.6/site-packages/trustymail/trustymail.py:552: The DNS response does not contain an answer to the question: _dmarc.pernessunmotivo.org. IN TXT"
